100 4285
32 58 2
32 59 5
32 60 2
32 61 9
32 62 4
32 63 8
32 64 10
32 65 10
32 66 5
32 69 8
32 70 5
32 71 4
32 72 1
32 74 10
32 75 8
32 76 7
32 77 6
32 79 6
32 80 5
32 81 8
32 82 8
32 83 6
32 84 1
32 85 5
32 86 7
32 87 1
32 88 4
32 89 2
32 90 10
32 91 1
32 92 5
32 93 4
32 94 10
32 95 5
32 96 3
32 98 10
32 99 9
33 34 8
33 35 4
33 36 5
33 37 5
33 38 7
33 39 8
33 40 2
33 41 6
33 42 10
33 43 2
33 44 6
33 45 3
33 46 7
33 47 6
33 49 6
33 50 9
33 51 5
33 52 3
33 54 5
33 55 4
33 57 5
33 58 2
33 59 7
33 60 4
33 61 5
33 62 6
33 63 1
33 64 4
33 65 10
33 66 6
33 67 8
33 68 3
33 69 3
33 70 3
33 71 8
33 72 5
33 73 9
33 74 3
33 75 2
33 76 6
33 77 4
33 78 10
33 79 7
33 81 5
33 82 8
33 83 10
33 84 7
33 85 9
33 87 2
33 88 3
33 89 8
33 90 3
33 91 8
33 92 9
33 93 3
33 94 6
33 95 8
33 96 8
33 97 9
33 98 2
33 99 8
34 35 3
34 36 7
34 37 4
34 38 6
34 39 3
34 40 7
34 41 4
34 42 2
34 43 8
34 44 6
34 45 4
34 46 7
34 47 1
34 48 1
34 49 9
34 50 6
34 51 7
34 52 8
34 53 9
34 54 1
34 55 4
34 56 9
34 57 4
34 58 10
34 59 4
34 61 6
34 62 4
34 63 1
34 64 8
34 66 2
34 67 1
34 68 4
34 69 6
34 70 9
34 71 8
34 72 9
34 73 10
34 74 9
34 76 7
34 77 6
34 78 2
34 79 3
34 80 4
34 81 10
34 83 2
34 84 1
34 85 1
34 86 7
34 87 1
34 88 6
34 89 1
34 90 1
34 91 7
34 92 9
34 93 2
34 94 7
34 98 3
34 99 3
35 36 6
35 37 6
35 38 2
35 39 5
35 40 10
35 42 8
35 45 2
35 46 5
35 47 5
35 48 5
35 49 6
35 50 8
35 51 9
35 52 6
35 53 5
35 54 5
35 55 7
35 56 5
35 57 1
35 58 4
35 59 8
35 60 2
35 61 8
35 62 3
35 63 8
35 64 7
35 65 10
35 66 7
35 67 4
35 68 9
35 70 3
35 71 3
35 72 5
35 73 4
35 74 9
35 75 8
35 76 10
35 77 9
35 78 4
35 80 3
35 81 6
35 82 3
35 83 8
35 84 9
35 85 5
35 86 8
35 88 8
35 89 10
35 90 4
35 91 7
35 92 10
35 93 2
35 95 4
35 96 6
35 97 4
35 98 3
35 99 3
36 37 1
36 38 8
36 39 4
36 40 5
36 41 2
36 42 1
36 43 9
36 44 1
36 45 3
36 46 4
36 47 9
36 48 1
36 49 7
36 50 1
36 51 10
36 52 2
36 53 9
36 54 4
36 55 9
36 56 1
36 57 6
36 58 8
36 59 1
36 60 5
36 61 10
36 63 7
36 64 8
36 65 3
36 67 8
36 68 6
36 69 1
36 70 4
36 72 9
36 73 8
36 74 6
36 75 3
36 76 2
36 77 5
36 78 6
36 79 5
36 80 10
36 81 4
36 82 5
36 83 7
36 84 5
36 85 8
36 86 10
36 88 6
36 89 9
36 90 8
36 91 7
36 92 4
36 93 2
36 94 5
36 96 6
37 38 6
37 40 5
37 41 3
37 43 10
37 44 8
37 45 4
37 46 5
37 47 1
37 48 10
37 49 2
37 50 3
37 52 10
37 53 4
37 54 9
37 55 9
37 56 7
37 57 2
37 58 4
37 59 1
37 60 8
37 61 2
37 62 10
37 63 3
37 64 8
37 65 9
37 66 5
37 67 1
37 68 8
37 69 3
37 70 6
37 72 4
37 73 8
37 74 7
37 75 8
37 76 5
37 77 10
37 78 10
37 80 4
37 81 4
37 82 10
37 83 8
37 84 3
37 85 1
37 87 7
37 89 8
37 90 9
37 91 10
37 92 7
37 93 4
37 94 9
37 95 2
37 96 10
37 97 9
37 98 5
37 99 8
38 39 9
38 40 1
38 41 1
38 42 2
38 43 5
38 44 4
38 45 1
38 46 2
38 48 9
38 49 3
38 50 2
38 51 6
38 52 10
38 53 7
38 54 10
38 55 4
38 56 4
38 57 8
38 58 8
38 59 4
38 60 8
38 61 2
38 62 5
38 63 5
38 64 3
38 65 8
38 66 4
38 67 6
38 68 8
38 69 4
38 70 3
38 71 5
38 72 10
38 73 9
38 74 3
38 77 6
38 78 3
38 79 3
38 80 6
38 81 3
38 82 2
38 85 5
38 86 1
38 87 5
38 88 9
38 89 9
38 90 3
38 91 9
38 92 8
38 93 3
38 94 6
38 95 5
38 96 9
38 97 9
38 98 2
39 40 9
39 41 5
39 42 9
39 43 1
39 44 4
39 45 1
39 46 5
39 47 7
39 48 8
39 49 4
39 50 2
39 51 8
39 52 4
39 53 10
39 54 4
39 55 4
39 56 6
39 57 10
39 58 8
39 59 3
39 60 10
39 61 2
39 62 10
39 63 8
39 64 1
39 65 5
39 66 2
39 67 8
39 69 5
39 71 8
39 72 4
39 73 2
39 74 4
39 76 8
39 78 2
39 79 3
39 80 2
39 81 10
39 83 1
39 86 1
39 88 3
39 89 9
39 90 9
39 92 10
39 94 7
39 95 5
39 96 8
39 97 2
39 99 4
40 41 5
40 42 8
40 43 3
40 44 9
40 45 2
40 46 1
40 47 9
40 48 5
40 49 10
40 50 2
40 51 5
40 52 1
40 53 10
40 54 1
40 55 10
40 56 7
40 57 5
40 60 9
40 61 7
40 62 7
40 63 3
40 65 5
40 66 10
40 67 7
40 69 6
40 70 10
40 71 8
40 72 6
40 73 10
40 75 5
40 76 6
40 77 8
40 78 9
40 79 5
40 80 1
40 82 7
40 83 3
40 84 3
40 85 1
40 86 3
40 88 9
40 89 6
40 90 9
40 91 10
40 92 7
40 93 3
40 94 4
40 95 6
40 97 10
40 98 8
40 99 2
41 43 10
41 44 2
41 45 1
41 46 4
41 47 6
41 50 3
41 51 6
41 52 1
41 54 5
41 55 7
41 56 9
41 57 7
41 58 2
41 59 4
41 60 1
41 61 8
41 62 10
41 63 1
41 64 4
41 65 8
41 66 1
41 68 1
41 69 4
41 70 1
41 71 7
41 72 2
41 74 4
41 75 9
41 76 3
41 77 1
41 78 4
41 79 3
41 80 5
41 81 2
41 82 10
41 83 7
41 84 10
41 85 8
41 87 10
41 88 9
41 89 6
41 90 5
41 91 4
41 92 7
41 93 4
41 94 4
41 95 2
41 96 9
41 97 2
41 98 9
42 43 7
42 44 5
42 45 9
42 46 10
42 47 8
42 48 8
42 49 1
42 50 7
42 52 3
42 53 2
42 55 6
42 56 4
42 58 7
42 59 4
42 60 5
42 61 2
42 62 7
42 63 8
42 64 1
42 67 4
42 68 6
42 69 6
42 70 6
42 71 5
42 72 7
42 73 3
42 74 10
42 77 2
42 78 1
42 80 4
42 81 4
42 82 1
42 83 9
42 84 4
42 86 2
42 87 8
42 88 2
42 89 2
42 91 9
42 93 3
42 94 1
42 95 2
42 96 3
42 97 6
42 98 1
42 99 8
43 44 9
43 46 3
43 47 4
43 48 9
43 49 7
43 50 5
43 51 4
43 52 4
43 53 6
43 54 5
43 55 5
43 56 2
43 57 7
43 58 7
43 59 1
43 60 3
43 61 5
43 62 9
43 63 9
43 64 9
43 65 9
43 67 2
43 68 7
43 69 2
43 70 9
43 71 5
43 73 8
43 76 2
43 77 8
43 78 4
43 79 10
43 80 7
43 81 3
43 82 4
43 83 8
43 85 2
43 86 3
43 87 9
43 88 4
43 89 2
43 90 2
43 91 8
43 92 5
43 93 5
43 95 8
43 97 8
43 98 8
43 99 1
44 45 10
44 46 9
44 47 8
44 48 2
44 50 9
44 51 8
44 52 7
44 54 6
44 55 7
44 56 4
44 57 8
44 58 8
44 60 8
44 61 10
44 62 1
44 63 10
44 64 5
44 65 4
44 66 8
44 68 8
44 69 1
44 70 7
44 71 8
44 72 6
44 73 8
44 74 6
44 75 6
44 77 2
44 79 1
44 80 9
44 83 9
44 84 2
44 85 10
44 86 8
44 87 3
44 88 2
44 89 3
44 90 4
44 91 2
44 92 6
44 93 10
44 94 10
44 95 5
44 96 7
44 97 5
44 98 3
44 99 4
45 46 2
45 47 2
45 50 4
45 51 9
45 53 3
45 54 7
45 55 2
45 57 4
45 58 4
45 59 10
45 60 10
45 61 6
45 62 7
45 63 6
45 64 2
45 65 4
45 67 7
45 68 1
45 69 5
45 70 7
45 71 7
45 72 10
45 73 6
45 74 2
45 75 10
45 76 1
45 77 9
45 78 2
45 79 6
45 80 5
45 81 8
45 82 9
45 84 6
45 85 3
45 86 6
45 87 4
45 89 9
45 90 7
45 91 2
45 92 3
45 94 10
45 95 8
45 96 2
45 97 10
45 98 9
45 99 6
46 47 9
46 48 1
46 49 10
46 50 9
46 51 7
46 53 5
46 55 1
46 56 5
46 59 5
46 60 4
46 61 1
46 62 5
46 63 8
46 64 9
46 65 6
46 66 7
46 67 2
46 70 5
46 71 3
46 73 3
46 74 4
46 75 9
46 76 6
46 77 8
46 78 2
46 79 5
46 80 6
46 81 9
46 82 5
46 83 9
46 84 8
46 85 5
46 86 8
46 87 10
46 89 1
46 90 6
46 91 7
46 92 2
46 93 7
46 94 2
46 95 8
46 96 4
46 97 10
46 99 5
47 48 8
47 49 1
47 50 6
47 51 9
47 52 10
47 53 7
47 54 5
47 55 1
47 56 8
47 57 7
47 58 9
47 60 3
47 61 4
47 62 8
47 63 4
47 64 6
47 65 7
47 66 7
47 67 2
47 68 10
47 69 9
47 70 5
47 71 9
47 72 10
47 73 4
47 75 8
47 78 5
47 80 7
47 81 2
47 82 4
47 83 6
47 84 2
47 85 2
47 86 3
47 87 7
47 88 1
47 89 5
47 90 4
47 91 2
47 92 5
47 93 4
47 94 5
47 95 4
47 96 9
47 97 7
47 98 2
47 99 5
48 49 1
48 50 4
48 51 5
48 52 3
48 53 10
48 54 2
48 55 10
48 56 4
48 57 8
48 58 9
48 59 8
48 60 1
48 61 7
48 62 3
48 63 5
48 64 1
48 66 2
48 67 1
48 68 6
48 69 7
48 70 8
48 71 5
48 72 8
48 73 4
48 74 9
48 75 5
48 76 2
48 77 6
48 78 5
48 79 3
48 81 3
48 82 7
48 83 6
48 84 6
48 85 6
48 86 5
48 87 2
48 88 8
48 89 4
48 90 4
48 91 8
48 93 4
48 94 6
48 95 1
48 96 8
48 97 6
48 98 1
49 51 7
49 54 1
49 56 5
49 57 6
49 58 9
49 59 5
49 60 9
49 61 3
49 62 9
49 64 4
49 65 3
49 66 3
49 67 9
49 68 10
49 69 4
49 70 9
49 71 5
49 72 5
49 73 6
49 74 8
49 75 1
49 76 4
49 77 8
49 78 7
49 79 10
49 80 3
49 82 2
49 83 3
49 84 6
49 85 6
49 86 6
49 87 3
49 89 2
49 90 3
49 91 7
49 92 4
49 93 10
49 94 6
49 97 3
49 98 6
49 99 4
50 51 7
50 52 1
50 53 9
50 54 2
50 55 6
50 56 2
50 58 8
50 59 8
50 60 2
50 61 8
50 62 3
50 63 10
50 64 2
50 65 8
50 66 2
50 68 9
50 69 4
50 70 9
50 71 4
50 72 10
50 74 1
50 76 5
50 77 3
50 78 4
50 79 9
50 80 3
50 81 3
50 82 9
50 84 4
50 85 3
50 86 1
50 87 10
50 89 9
50 90 3
50 91 6
50 92 1
50 93 10
50 94 4
50 96 10
50 97 10
50 98 8
50 99 4
51 52 4
51 53 9
51 54 6
51 55 9
51 56 6
51 57 3
51 59 5
51 60 2
51 61 2
51 62 4
51 63 6
51 64 6
51 65 3
51 66 4
51 67 4
51 68 5
51 69 8
51 70 5
51 71 1
51 72 2
51 74 5
51 76 9
51 77 6
51 78 2
51 79 4
51 80 6
51 81 2
51 82 2
51 83 4
51 84 3
51 85 1
51 86 8
51 88 9
51 89 1
51 91 6
51 92 1
51 93 4
51 94 5
51 95 6
51 97 8
51 98 6
51 99 6
52 53 3
52 54 6
52 55 7
52 56 6
52 57 8
52 59 7
52 60 9
52 61 5
52 62 9
52 63 10
52 64 10
52 65 9
52 66 7
52 67 5
52 68 1
52 69 10
52 70 2
52 71 10
52 72 10
52 73 7
52 74 6
52 75 2
52 77 1
52 78 6
52 80 7
52 81 7
52 82 9
52 83 2
52 84 1
52 85 9
52 86 8
52 87 10
52 88 7
52 89 6
52 91 6
52 92 4
52 93 8
52 94 2
52 97 7
52 98 2
52 99 1
53 54 4
53 55 3
53 56 8
53 57 3
53 59 6
53 60 10
53 61 5
53 62 8
53 63 4
53 64 9
53 65 3
53 66 4
53 67 4
53 68 4
53 69 2
53 70 9
53 71 8
53 72 3
53 73 8
53 74 4
53 76 7
53 77 4
53 78 9
53 79 8
53 80 8
53 81 4
53 82 7
53 83 10
53 84 3
53 85 5
53 86 6
53 87 5
53 89 6
53 90 8
53 91 1
53 92 3
53 93 5
53 94 8
53 95 2
53 96 3
53 97 8
53 99 9
54 56 5
54 57 10
54 58 2
54 59 1
54 60 9
54 61 2
54 62 2
54 63 6
54 64 9
54 66 4
54 67 1
54 68 2
54 69 8
54 70 2
54 71 4
54 72 3
54 73 7
54 74 1
54 75 4
54 77 5
54 78 5
54 79 10
54 81 9
54 82 4
54 83 10
54 84 5
54 85 9
54 87 8
54 88 1
54 89 8
54 90 6
54 92 10
54 93 10
54 94 7
54 96 5
54 97 1
54 98 4
54 99 3
55 57 2
55 58 3
55 59 10
55 60 8
55 61 7
55 63 2
55 64 7
55 66 7
55 67 2
55 69 9
55 70 5
55 72 4
55 73 5
55 74 9
55 75 3
55 76 9
55 77 3
55 78 9
55 79 7
55 80 10
55 81 7
55 82 10
55 83 2
55 84 4
55 85 1
55 86 9
55 88 1
55 91 2
55 92 8
55 93 7
55 94 1
55 96 7
55 97 3
55 99 8
56 57 5
56 58 7
56 59 9
56 62 5
56 63 8
56 64 1
56 65 4
56 66 9
56 67 8
56 68 5
56 69 4
56 70 3
56 71 10
56 72 2
56 73 4
56 74 1
56 75 9
56 77 5
56 78 3
56 79 5
56 80 7
56 81 6
56 82 7
56 83 6
56 84 1
56 86 4
56 87 2
56 88 10
56 89 2
56 91 4
56 92 10
56 94 7
56 95 1
56 96 1
56 97 9
56 98 6
56 99 2
57 58 3
57 60 4
57 61 10
57 62 9
57 63 7
57 64 8
57 65 2
57 66 7
57 67 4
57 68 4
57 69 7
57 70 7
57 71 3
57 72 1
57 73 7
57 74 5
57 75 6
57 77 5
57 79 8
57 80 10
57 81 3
57 82 6
57 83 9
57 84 8
57 85 1
57 86 3
57 88 7
57 90 5
57 91 5
57 93 7
57 94 3
57 96 3
57 97 4
57 98 4
58 59 5
58 61 4
58 62 5
58 63 8
58 64 7
58 65 10
58 66 7
58 67 6
58 68 2
58 69 3
58 71 4
58 74 3
58 75 7
58 76 10
58 77 7
58 78 5
58 79 7
58 80 8
58 81 3
58 82 1
58 83 3
58 84 4
58 85 5
58 86 4
58 87 5
58 88 10
58 89 7
58 90 4
58 91 5
58 92 1
58 94 8
58 95 9
58 96 8
58 97 3
58 98 9
58 99 1
59 60 4
59 61 10
59 62 3
59 63 6
59 64 1
59 65 5
59 66 9
59 68 10
59 69 1
59 70 4
59 71 1
59 72 5
59 73 6
59 76 9
59 77 10
59 79 6
59 80 2
59 82 7
59 83 5
59 84 6
59 85 2
59 86 8
59 87 9
59 88 1
59 89 1
59 90 8
59 91 4
59 92 9
59 93 3
59 94 9
59 95 4
59 96 5
59 97 4
59 98 8
59 99 3
60 61 6
60 62 7
60 63 8
60 64 7
60 65 6
60 66 3
60 67 7
60 68 5
60 69 2
60 70 9
60 71 10
60 72 8
60 73 6
60 74 3
60 75 2
60 76 7
60 77 4
60 78 1
60 79 7
60 81 8
60 82 6
60 83 7
60 84 10
60 85 8
60 88 10
60 89 2
60 90 8
60 91 7
60 92 3
60 93 6
60 94 7
60 95 7
60 97 6
60 98 8
60 99 6
61 62 7
61 63 6
61 64 6
61 65 9
61 66 2
61 67 8
61 69 2
61 70 2
61 71 3
61 73 6
61 74 8
61 75 3
61 76 6
61 77 8
61 78 1
61 79 9
61 80 4
61 81 3
61 82 2
61 83 4
61 85 6
61 86 1
61 87 3
61 88 9
61 89 8
61 90 9
61 91 1
61 92 3
61 93 2
61 94 1
61 95 1
61 96 5
61 97 8
61 98 5
61 99 4
62 63 8
62 64 3
62 65 10
62 66 1
62 67 7
62 68 3
62 69 8
62 70 7
62 71 10
62 72 5
62 73 1
62 74 2
62 75 4
62 76 1
62 77 9
62 79 1
62 80 3
62 81 8
62 82 7
62 83 10
62 84 2
62 86 7
62 88 7
62 89 6
62 91 7
62 92 1
62 93 5
62 94 4
62 96 3
62 98 1
62 99 9
63 64 4
63 65 2
63 66 1
63 67 3
63 68 3
63 69 8
63 70 2
63 72 6
63 73 3
63 74 2
63 75 4
63 77 6
63 78 2
63 79 4
63 80 7
63 81 1
63 82 3
63 83 6
63 84 3
63 85 10
63 86 4
63 87 6
63 88 10
63 89 3
63 90 1
63 91 1
63 92 3
63 94 8
63 95 8
63 96 4
64 65 6
64 66 9
64 68 1
64 69 6
64 70 4
64 71 8
64 72 3
64 73 7
64 75 4
64 76 9
64 77 10
64 78 2
64 79 1
64 80 6
64 81 1
64 82 5
64 83 4
64 84 7
64 85 5
64 87 9
64 88 9
64 89 6
64 90 5
64 91 9
64 92 2
64 93 6
64 94 4
64 95 4
64 96 3
64 97 5
64 98 2
65 66 5
65 67 9
65 68 1
65 69 7
65 70 9
65 71 6
65 72 5
65 73 9
65 74 9
65 75 5
65 76 10
65 77 4
65 78 10
65 79 8
65 80 4
65 82 3
65 83 3
65 84 7
65 85 8
65 88 2
65 89 9
65 90 4
65 91 1
65 92 4
65 93 9
65 94 7
65 95 1
65 96 3
65 97 2
65 98 4
65 99 2
66 68 7
66 69 7
66 70 4
66 72 2
66 73 4
66 74 9
66 75 1
66 76 1
66 77 3
66 78 10
66 79 5
66 80 2
66 81 10
66 82 4
66 83 8
66 84 7
66 86 8
66 88 6
66 89 1
66 90 2
66 91 4
66 92 9
66 93 6
66 94 2
66 95 7
66 97 7
66 98 1
66 99 10
67 68 1
67 69 3
67 70 2
67 71 9
67 72 1
67 73 10
67 74 3
67 75 10
67 76 5
67 77 7
67 78 3
67 79 10
67 80 4
67 81 2
67 82 1
67 83 3
67 84 6
67 85 1
67 86 5
67 87 3
67 88 10
67 89 6
67 90 10
67 91 6
67 92 10
67 93 3
67 94 7
67 95 1
67 97 8
67 98 1
67 99 7
68 69 3
68 70 6
68 72 4
68 73 5
68 74 4
68 75 9
68 76 9
68 77 4
68 78 6
68 79 7
68 80 5
68 81 6
68 82 10
68 83 7
68 84 1
68 85 8
68 86 10
68 87 7
68 88 9
68 89 5
68 90 6
68 91 4
68 92 10
68 93 7
68 94 3
68 95 5
68 96 2
68 97 10
68 98 6
68 99 3
69 70 4
69 72 7
69 73 3
69 74 5
69 75 4
69 76 2
69 77 1
69 78 3
69 79 10
69 80 5
69 81 9
69 82 4
69 83 9
69 84 8
69 85 6
69 86 1
69 87 2
69 88 1
69 89 4
69 90 6
69 95 10
69 96 10
69 97 1
69 99 5
70 71 10
70 74 1
70 75 5
70 76 8
70 77 7
70 78 5
70 79 2
70 81 6
70 82 10
70 83 5
70 84 7
70 85 6
70 86 10
70 87 1
70 88 4
70 89 5
70 90 4
70 91 6
70 92 6
70 93 7
70 94 8
70 95 2
70 96 10
70 98 5
70 99 6
71 72 9
71 73 8
71 74 1
71 75 8
71 76 6
71 77 7
71 79 9
71 80 10
71 81 7
71 82 5
71 83 6
71 84 9
71 85 1
71 86 10
71 87 8
71 88 5
71 90 6
71 91 1
71 93 3
71 94 3
71 95 7
71 96 7
71 97 9
71 98 1
71 99 7
72 73 6
72 74 3
72 75 1
72 76 7
72 77 9
72 78 3
72 80 5
72 81 1
72 85 2
72 86 6
72 87 7
72 88 9
72 89 10
72 90 3
72 92 6
72 93 4
72 94 6
72 95 1
72 96 8
72 97 10
72 98 2
72 99 10
73 74 9
73 75 7
73 76 4
73 77 5
73 78 10
73 79 8
73 80 4
73 81 3
73 82 4
73 83 8
73 84 10
73 85 9
73 86 7
73 87 6
73 88 6
73 89 3
73 90 9
73 92 4
73 93 6
73 94 10
73 95 8
73 96 5
73 97 7
73 98 1
74 75 4
74 77 1
74 78 4
74 79 4
74 80 6
74 81 10
74 82 10
74 83 2
74 84 6
74 85 6
74 86 3
74 87 8
74 88 6
74 90 6
74 91 8
74 93 5
74 94 6
74 95 7
74 96 1
74 97 8
74 98 3
74 99 8
75 76 4
75 78 3
75 79 5
75 80 7
75 82 10
75 84 10
75 85 3
75 86 3
75 87 8
75 89 7
75 90 7
75 91 2
75 92 5
75 93 7
75 94 9
75 95 1
75 96 8
75 97 5
75 98 5
75 99 3
76 77 5
76 78 8
76 80 8
76 81 9
76 82 3
76 83 5
76 85 8
76 86 3
76 87 2
76 88 4
76 90 8
76 91 10
76 92 10
76 93 10
76 94 10
76 95 10
76 96 8
76 97 8
76 98 4
76 99 5
77 78 4
77 79 6
77 80 2
77 81 10
77 82 5
77 83 6
77 84 5
77 85 5
77 86 7
77 87 2
77 88 7
77 89 4
77 90 2
77 91 5
77 92 7
77 93 3
77 95 8
77 96 10
77 98 2
77 99 4
78 79 3
78 80 9
78 81 3
78 84 5
78 85 5
78 86 5
78 87 10
78 88 1
78 89 7
78 90 4
78 91 3
78 92 7
78 93 7
78 94 6
78 95 6
78 96 7
78 97 6
78 98 8
78 99 6
79 80 1
79 81 2
79 82 2
79 83 5
79 84 6
79 85 5
79 86 7
79 87 2
79 88 4
79 90 7
79 91 6
79 92 3
79 93 2
79 94 5
79 95 6
79 96 10
79 97 5
79 98 3
80 81 6
80 82 1
80 83 1
80 84 9
80 85 6
80 86 4
80 87 7
80 88 8
80 91 6
80 93 4
80 94 9
80 96 5
80 97 1
80 98 7
80 99 10
81 82 8
81 83 1
81 84 1
81 85 10
81 86 8
81 87 2
81 88 7
81 90 3
81 91 6
81 93 8
81 94 8
81 95 5
81 96 10
81 97 6
81 98 8
81 99 3
82 83 6
82 84 1
82 85 7
82 86 5
82 87 8
82 88 8
82 89 3
82 90 3
82 91 9
82 92 1
82 93 2
82 94 7
82 95 8
82 96 3
82 98 10
82 99 9
83 84 9
83 85 1
83 86 8
83 87 4
83 88 8
83 89 10
83 90 2
83 91 8
83 92 6
83 93 5
83 94 7
83 95 4
83 96 4
83 97 3
83 98 10
83 99 10
84 85 10
84 86 3
84 87 5
84 90 9
84 91 7
84 92 3
84 93 8
84 95 10
84 96 8
84 97 10
84 98 1
84 99 5
85 87 8
85 88 9
85 89 9
85 90 6
85 91 9
85 92 4
85 93 7
85 94 10
85 95 4
85 96 5
85 97 4
85 99 2
86 87 5
86 88 10
86 89 3
86 90 2
86 91 2
86 93 6
86 94 8
86 96 8
86 97 1
86 98 1
86 99 1
87 88 5
87 94 8
87 96 4
87 97 8
88 89 6
88 90 5
88 92 5
88 93 5
88 94 10
88 95 10
88 96 2
88 97 9
88 98 7
89 90 8
89 91 6
89 92 7
89 93 3
89 94 3
89 95 1
89 96 6
89 97 3
89 98 7
89 99 5
90 93 6
90 94 3
90 95 10
90 97 3
90 98 2
90 99 5
91 92 6
91 93 3
91 94 10
91 95 4
91 96 2
91 97 2
91 98 3
91 99 4
92 93 7
92 94 3
92 95 1
92 96 7
92 97 2
92 98 9
92 99 4
93 94 6
93 95 2
93 96 7
93 97 3
93 98 10
93 99 3
94 95 1
94 96 9
94 98 3
94 99 6
95 97 9
95 98 9
95 99 4
97 98 2
97 99 7
98 99 7
